timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-07-01T07:22:00,15.4,1.3,8.472,14.0,1.4,11.77,,,,16.2,1.3,2.726
2021-07-02T08:09:30,14.6,0.7,8.002,14.0,0.9,5.813,,,,0.4,0.3,2.584
2021-07-03T08:46:30,14.4,0.8,8.122,13.6,1.1,14.371,,,,14.6,2.3,3.404
2021-07-04T09:40:30,14.2,0.7,5.208,14.4,1.0,9.562,,,,17.2,0.6,2.841
2021-07-05T08:44:00,15.6,1.2,8.952,13.4,1.0,8.062,,,,15.6,0.9,2.842
2021-07-07T08:41:30,15.4,0.9,5.39,14.0,1.5,6.297,,,,15.0,2.9,2.642
