timestamp,rmssd,coverage,low_frequency,high_frequency
2021-07-02T04:00:00,62.211,0.948,610.182,851.655
2021-07-02T04:05:00,103.955,1.003,3999.069,3753.161
2021-07-02T04:10:00,101.691,0.984,2347.133,3219.661
2021-07-02T04:15:00,94.021,0.797,1940.123,1920.362
2021-07-02T04:20:00,112.025,0.844,5694.872,2510.995
2021-07-02T04:25:00,173.377,0.834,11579.846,3839.761
2021-07-02T04:30:00,145.756,0.872,5966.645,3797.729
2021-07-02T04:35:00,170.243,0.878,13767.337,5214.57
2021-07-02T04:40:00,249.552,0.837,17650.923,8203.757
2021-07-02T04:45:00,271.224,0.882,21289.595,7220.704
2021-07-02T04:50:00,158.82,0.813,14977.389,3846.113
2021-07-02T04:55:00,78.487,0.996,7455.4,2392.211
2021-07-02T05:00:00,65.062,0.959,1596.871,698.074
2021-07-02T05:05:00,52.384,1.005,2634.584,845.213
2021-07-02T05:10:00,46.938,1.002,958.525,381.826
2021-07-02T05:15:00,77.036,0.97,3746.878,1560.743
2021-07-02T05:20:00,99.242,0.977,5064.852,2916.627
2021-07-02T05:25:00,65.848,0.938,3130.458,1265.545
2021-07-02T05:30:00,95.162,0.981,2573.097,3095.211
2021-07-02T05:35:00,89.486,0.997,2666.082,2590.887
2021-07-02T05:40:00,91.599,1.001,2565.828,2228.63
2021-07-02T05:45:00,107.144,0.998,1710.417,2941.126
2021-07-02T05:50:00,99.791,0.942,1973.411,2396.38
2021-07-02T05:55:00,115.674,0.946,2426.552,3290.27
2021-07-02T06:00:00,155.737,0.997,3808.255,7245.248
2021-07-02T06:05:00,132.453,1.002,3036.954,6347.906
2021-07-02T06:10:00,122.762,1.005,2137.607,5452.467
2021-07-02T06:15:00,105.813,0.945,6669.531,3085.665
2021-07-02T06:20:00,108.194,0.924,9787.539,2574.161
2021-07-02T06:25:00,122.392,0.921,8091.194,5198.05
2021-07-02T06:30:00,137.439,0.97,7272.169,5229.799
2021-07-02T06:35:00,148.887,0.914,3988.938,6816.532
2021-07-02T06:40:00,189.342,0.944,5861.671,10740.008
2021-07-02T06:45:00,99.347,0.949,2803.771,2637.725
2021-07-02T06:50:00,139.054,0.993,1741.042,8011.259
2021-07-02T06:55:00,125.376,0.997,1904.897,5090.522
2021-07-02T07:00:00,112.811,1.003,2705.73,4219.585
2021-07-02T07:05:00,111.683,1.003,1994.472,4611.294
2021-07-02T07:10:00,112.441,1.001,1604.735,4560.284
2021-07-02T07:15:00,100.901,0.999,2690.693,4170.621
2021-07-02T07:20:00,112.166,1.002,1557.028,4372.531
2021-07-02T07:25:00,103.777,0.858,3200.227,4355.8
2021-07-02T07:30:00,115.612,0.714,8766.181,1350.751
2021-07-02T07:35:00,96.2,0.882,7428.03,4497.451
2021-07-02T07:40:00,71.644,0.789,3595.276,553.47
2021-07-02T07:45:00,104.671,0.947,3534.493,2501.048
2021-07-02T07:50:00,110.875,0.846,4125.379,2298.366
2021-07-02T08:00:00,116.068,0.842,10272.282,3009.258
2021-07-02T08:05:00,113.164,0.792,3410.994,1640.658
2021-07-02T23:00:00,72.586,0.906,1941.135,1475.268
2021-07-02T23:10:00,82.768,1.003,3626.812,2087.734
2021-07-02T23:15:00,93.588,1.004,1968.903,2762.157
2021-07-02T23:20:00,98.552,0.954,1910.361,2838.682
2021-07-02T23:25:00,86.07,0.969,1049.586,2272.247
2021-07-02T23:30:00,93.668,1.003,794.981,2855.163
2021-07-02T23:35:00,76.901,0.995,621.011,2164.121
2021-07-02T23:40:00,69.001,0.984,521.036,1444.292
2021-07-02T23:45:00,68.77,0.963,1984.64,1183.461
2021-07-02T23:50:00,78.169,0.978,1579.118,1643.414
2021-07-02T23:55:00,72.32,0.996,2640.509,1754.386
