timestamp,rmssd,coverage,low_frequency,high_frequency
2021-06-05T00:00:00,60.954,0.972,1061.006,1739.121
2021-06-05T00:05:00,50.567,0.965,419.296,1071.905
2021-06-05T00:10:00,57.375,0.986,1403.888,1062.916
2021-06-05T00:15:00,61.282,1.004,1546.777,927.58
2021-06-05T00:20:00,62.487,0.863,5448.669,1128.507
2021-06-05T00:25:00,66.565,0.95,4120.555,955.435
2021-06-05T00:30:00,50.928,0.986,2972.425,755.158
2021-06-05T00:35:00,55.058,0.998,3149.466,857.824
2021-06-05T00:40:00,50.501,0.95,1139.221,950.439
2021-06-05T00:45:00,45.663,0.982,2131.383,684.92
2021-06-05T00:50:00,48.073,1.003,1770.243,685.798
2021-06-05T00:55:00,48.614,1.002,1414.886,611.974
2021-06-05T01:00:00,57.258,1.0,1057.889,822.432
2021-06-05T01:05:00,54.116,1.004,1130.071,867.393
2021-06-05T01:10:00,87.128,0.938,3826.247,2297.171
2021-06-05T01:15:00,88.714,0.847,5340.71,2873.322
2021-06-05T01:20:00,74.805,0.812,5648.812,1120.081
2021-06-05T01:25:00,68.063,0.701,3078.244,556.462
2021-06-05T02:00:00,57.428,0.965,1141.289,853.073
2021-06-05T02:05:00,57.979,0.927,1032.276,1055.605
2021-06-05T02:10:00,62.251,0.94,1378.62,1327.435
2021-06-05T02:15:00,63.041,0.992,1803.051,1006.107
2021-06-05T02:20:00,78.501,0.98,2448.406,1491.456
2021-06-05T02:25:00,76.631,0.999,3830.475,1603.122
2021-06-05T02:30:00,79.96,0.985,2454.447,1674.747
2021-06-05T02:35:00,80.084,1.004,3418.346,1863.185
2021-06-05T02:40:00,88.263,0.994,2922.525,1864.233
2021-06-05T02:45:00,75.164,0.991,2971.031,1551.373
2021-06-05T02:50:00,82.86,1.002,3252.987,1601.652
2021-06-05T02:55:00,83.421,0.938,3782.208,1402.192
2021-06-05T03:00:00,81.134,1.003,6468.775,2199.944
2021-06-05T03:05:00,67.09,0.971,3505.53,833.714
2021-06-05T03:10:00,69.84,0.847,3169.662,834.543
2021-06-05T03:15:00,39.168,0.986,2532.849,283.536
2021-06-05T03:20:00,40.354,0.883,2447.592,446.733
2021-06-05T03:25:00,58.38,0.919,5447.556,1253.957
2021-06-05T03:30:00,76.706,0.961,3718.227,1751.916
2021-06-05T03:35:00,103.745,0.95,2099.763,4519.185
2021-06-05T03:40:00,107.605,0.944,1702.244,4222.263
2021-06-05T03:45:00,124.74,0.978,1349.714,5344.02
2021-06-05T03:50:00,137.279,1.002,1284.777,5652.497
2021-06-05T03:55:00,130.267,1.002,785.205,6591.6
2021-06-05T04:00:00,121.207,0.996,1118.401,5239.644
2021-06-05T04:05:00,115.371,1.005,1004.443,4768.452
2021-06-05T04:10:00,108.001,1.001,2547.463,4099.826
2021-06-05T04:15:00,104.882,0.876,3017.764,1787.518
2021-06-05T04:20:00,107.862,0.92,4164.526,2293.868
2021-06-05T04:25:00,74.145,0.994,3356.567,1668.735
2021-06-05T04:30:00,52.086,0.94,1533.758,610.054
2021-06-05T04:35:00,53.636,0.969,3006.968,762.162
2021-06-05T04:40:00,56.699,0.974,574.986,726.996
2021-06-05T04:45:00,57.893,0.952,1956.162,933.417
2021-06-05T04:50:00,53.189,0.988,1633.121,548.662
2021-06-05T04:55:00,52.011,0.971,2825.95,529.895
2021-06-05T05:00:00,50.726,0.973,2020.422,454.49
2021-06-05T05:05:00,52.034,1.002,1763.241,599.503
2021-06-05T05:10:00,64.249,0.946,4583.444,1774.456
2021-06-05T05:15:00,71.519,0.932,2898.643,1385.476
2021-06-05T05:20:00,103.926,0.971,3366.688,4596.666
2021-06-05T05:25:00,91.695,0.955,2085.923,2710.493
2021-06-05T05:30:00,75.87,0.999,736.665,1781.059
2021-06-05T05:35:00,77.5,1.006,1416.254,1745.432
2021-06-05T05:40:00,75.39,0.986,1916.638,1340.421
2021-06-05T05:45:00,85.779,0.855,5711.02,2454.005
2021-06-05T05:50:00,68.123,1.004,2878.059,958.308
2021-06-05T05:55:00,55.405,0.958,1109.667,842.22
2021-06-05T06:00:00,66.881,0.901,4235.937,1384.679
2021-06-05T06:05:00,60.112,0.92,2294.841,860.626
2021-06-05T06:10:00,60.068,0.921,1613.818,580.872
2021-06-05T06:15:00,44.735,0.988,1099.823,526.42
2021-06-05T06:20:00,73.959,0.899,2580.765,1740.12
2021-06-05T06:25:00,59.883,0.956,7416.871,965.403
2021-06-05T06:45:00,69.051,0.988,1176.366,966.47
2021-06-05T06:50:00,55.305,0.951,4068.807,491.699
2021-06-05T06:55:00,57.318,1.005,2655.4,987.123
2021-06-05T07:00:00,63.171,0.85,1844.879,733.502
2021-06-05T07:05:00,58.964,0.972,3535.433,680.559
2021-06-05T07:10:00,62.2,0.863,1996.93,868.019
2021-06-05T07:15:00,68.022,0.863,4214.277,1249.528
2021-06-05T07:20:00,70.479,0.992,4946.365,1149.988
2021-06-05T07:25:00,68.882,0.987,4442.753,1451.407
2021-06-05T07:30:00,50.222,0.996,2384.902,590.015
2021-06-05T07:35:00,45.137,1.004,2396.663,424.595
2021-06-05T07:40:00,45.849,0.938,6459.508,1147.993
2021-06-05T07:45:00,43.879,0.967,3109.147,610.042
2021-06-05T07:50:00,61.801,0.914,3146.163,1089.196
2021-06-05T07:55:00,65.152,0.976,1995.203,1277.458
2021-06-05T08:00:00,50.243,0.982,983.938,545.342
