timestamp,rmssd,coverage,low_frequency,high_frequency
2021-06-14T01:05:00,55.514,0.703,1166.884,388.123
2021-06-14T01:15:00,62.034,0.986,2443.469,1177.335
2021-06-14T01:20:00,57.311,0.991,529.356,1289.642
2021-06-14T01:25:00,60.941,0.865,1565.542,1004.431
2021-06-14T01:30:00,57.3,1.004,1351.955,1194.036
2021-06-14T01:35:00,41.501,1.002,618.586,501.453
2021-06-14T01:40:00,39.834,1.001,460.087,359.171
2021-06-14T01:45:00,42.374,1.003,420.594,538.415
2021-06-14T01:50:00,44.851,0.996,382.494,502.601
2021-06-14T01:55:00,54.912,0.981,556.731,663.406
2021-06-14T02:00:00,49.35,0.993,277.577,501.907
2021-06-14T02:05:00,50.454,0.961,309.106,553.734
2021-06-14T02:10:00,47.548,0.953,311.74,536.331
2021-06-14T02:15:00,53.734,0.991,442.935,580.569
2021-06-14T02:20:00,61.44,0.839,3890.709,1330.676
2021-06-14T02:25:00,43.015,0.962,1239.406,539.95
2021-06-14T02:30:00,28.039,0.963,605.982,170.833
2021-06-14T02:35:00,34.163,0.979,435.389,592.72
2021-06-14T02:40:00,40.554,0.931,2429.813,536.584
2021-06-14T02:45:00,49.676,0.919,2318.194,788.327
2021-06-14T02:50:00,78.552,0.948,1341.165,1808.878
2021-06-14T02:55:00,64.474,0.914,997.176,959.127
2021-06-14T03:00:00,62.018,0.949,3157.388,1338.523
2021-06-14T03:05:00,74.103,0.942,2077.429,2220.754
2021-06-14T03:10:00,49.705,0.997,701.006,753.15
2021-06-14T03:15:00,47.009,1.003,632.275,710.685
2021-06-14T03:20:00,54.342,1.002,937.65,1043.482
2021-06-14T03:25:00,58.759,0.867,1471.404,1331.572
2021-06-14T03:30:00,51.009,0.868,1827.7,690.366
2021-06-14T03:35:00,57.091,0.951,1772.225,1317.959
2021-06-14T03:40:00,38.542,1.005,880.772,340.065
2021-06-14T03:45:00,33.787,1.0,543.571,477.363
2021-06-14T03:50:00,38.057,0.934,1221.18,413.391
2021-06-14T03:55:00,38.016,0.996,812.852,539.256
2021-06-14T04:00:00,45.871,0.92,2744.794,759.559
2021-06-14T04:05:00,46.473,0.924,520.8,505.977
2021-06-14T04:10:00,49.137,0.967,725.605,569.727
2021-06-14T04:15:00,44.869,0.929,8812.305,1036.625
2021-06-14T04:20:00,55.454,0.826,4015.631,1869.887
2021-06-14T04:25:00,64.307,0.896,2372.983,1373.94
2021-06-14T04:30:00,62.083,0.983,3311.325,749.543
2021-06-14T04:35:00,37.818,0.99,461.079,299.38
2021-06-14T04:40:00,34.824,0.994,1059.308,269.715
2021-06-14T04:45:00,41.161,0.931,1139.241,343.621
2021-06-14T04:50:00,41.859,1.001,1539.55,382.244
2021-06-14T04:55:00,54.883,0.932,1753.989,857.562
2021-06-14T05:00:00,66.623,0.89,3161.725,1137.056
2021-06-14T05:05:00,83.087,0.947,3555.41,2540.502
2021-06-14T05:10:00,80.978,1.0,583.908,2419.584
2021-06-14T05:15:00,64.937,0.953,1427.055,2022.212
2021-06-14T05:20:00,46.412,0.999,771.874,713.878
2021-06-14T05:25:00,52.697,0.959,2706.724,839.158
2021-06-14T05:30:00,48.449,0.939,942.198,788.698
2021-06-14T05:35:00,82.539,0.846,2960.38,2480.966
2021-06-14T05:40:00,84.592,0.817,3600.274,2378.478
2021-06-14T05:45:00,51.847,0.741,1725.232,1081.007
2021-06-14T05:50:00,34.249,0.958,841.024,233.428
2021-06-14T05:55:00,48.926,0.963,2091.146,388.226
2021-06-14T06:00:00,44.583,0.953,1014.101,312.995
2021-06-14T06:05:00,48.052,0.958,1976.593,694.615
2021-06-14T06:10:00,49.936,1.004,698.897,877.186
2021-06-14T06:15:00,53.155,1.001,976.588,596.079
2021-06-14T06:20:00,64.312,0.927,1961.988,1016.939
2021-06-14T06:25:00,60.773,0.995,1821.709,1424.27
2021-06-14T06:30:00,69.575,0.89,3457.478,2075.556
2021-06-14T06:35:00,53.193,0.964,1264.117,871.568
2021-06-14T06:40:00,75.199,0.943,3098.817,1885.714
2021-06-14T06:45:00,83.795,0.873,969.384,2069.466
2021-06-14T06:50:00,69.131,0.732,2432.226,1924.063
