recorded_time,temperature
2021-07-07T00:00,-1.880029159431075
2021-07-07T00:01,-1.8700291594310734
2021-07-07T00:02,-1.890029159431073
2021-07-07T00:03,-1.9750291594310738
2021-07-07T00:04,-2.005029159431075
2021-07-07T00:05,-2.0750291594310752
2021-07-07T00:06,-2.1200291594310734
2021-07-07T00:07,-2.2050291594310742
2021-07-07T00:08,-2.2100291594310733
2021-07-07T00:09,-2.2050291594310742
2021-07-07T00:10,-2.1900291594310737
2021-07-07T00:11,-2.2750291594310745
2021-07-07T00:12,-2.2850291594310725
2021-07-07T00:13,-2.3100291594310747
2021-07-07T00:14,-2.595029159431075
2021-07-07T00:15,-2.640029159431073
2021-07-07T00:16,-2.7100291594310733
2021-07-07T00:17,-2.7000291594310752
2021-07-07T00:18,-2.635029159431074
2021-07-07T00:19,-2.5600291594310747
2021-07-07T00:20,-2.4450291594310727
2021-07-07T00:21,-2.430029159431072
2021-07-07T00:22,-2.270029159431072
2021-07-07T00:23,-2.1500291594310745
2021-07-07T00:24,-2.010029159431074
2021-07-07T00:25,-1.895029159431072
2021-07-07T00:26,-1.8150291594310737
2021-07-07T00:27,-1.8050291594310721
2021-07-07T00:28,-1.8000291594310731
2021-07-07T00:29,-1.8350291594310733
2021-07-07T00:30,-1.8550291594310728
2021-07-07T00:31,-1.920029159431074
2021-07-07T00:32,-1.8650291594310744
2021-07-07T00:33,-1.8750291594310724
2021-07-07T00:34,-1.8450291594310748
2021-07-07T00:35,-1.8600291594310718
2021-07-07T00:36,-1.8400291594310723
2021-07-07T00:37,-1.8300291594310742
2021-07-07T00:38,-1.8700291594310734
2021-07-07T00:39,-1.9850291594310718
2021-07-07T00:40,-1.9750291594310738
2021-07-07T00:41,-1.9800291594310728
2021-07-07T00:42,-1.920029159431074
2021-07-07T00:43,-1.670029159431074
2021-07-07T00:44,-1.5600291594310747
2021-07-07T00:45,-1.5900291594310723
2021-07-07T00:46,-1.5800291594310742
2021-07-07T00:47,-1.5750291594310752
2021-07-07T00:48,-1.5500291594310731
2021-07-07T00:49,-1.5350291594310725
2021-07-07T00:50,-1.5800291594310742
2021-07-07T00:51,-1.6100291594310718
2021-07-07T00:52,-1.635029159431074
2021-07-07T00:53,-1.6050291594310728
2021-07-07T00:54,-1.5750291594310752
2021-07-07T00:55,-1.5800291594310742
2021-07-07T00:56,-1.5600291594310747
2021-07-07T00:57,-1.5600291594310747
2021-07-07T00:58,-1.520029159431072
2021-07-07T00:59,-1.515029159431073
2021-07-07T01:00,-1.4950291594310734
2021-07-07T01:01,-1.4550291594310742
2021-07-07T01:02,-1.4400291594310737
2021-07-07T01:03,-1.4250291594310731
2021-07-07T01:04,-1.4050291594310735
2021-07-07T01:05,-1.395029159431072
2021-07-07T01:06,-1.4000291594310745
2021-07-07T01:07,-1.4400291594310737
2021-07-07T01:08,-1.415029159431075
2021-07-07T01:09,-1.4000291594310745
2021-07-07T01:10,-1.4300291594310721
2021-07-07T01:11,-1.4600291594310733
2021-07-07T01:12,-1.4850291594310718
2021-07-07T01:13,-1.5250291594310745
2021-07-07T01:14,-1.5800291594310742
2021-07-07T01:15,-1.6200291594310734
2021-07-07T01:16,-1.640029159431073
2021-07-07T01:17,-1.6900291594310737
2021-07-07T01:18,-1.7100291594310733
2021-07-07T01:19,-1.7350291594310718
2021-07-07T01:20,-1.7300291594310728
2021-07-07T01:21,-1.7300291594310728
2021-07-07T01:22,-1.7250291594310738
2021-07-07T01:23,-1.7100291594310733
