date_time,heart_zone_id,total_minutes
2021-07-02T17:04,FAT_BURN,1
2021-07-02T17:05,FAT_BURN,1
2021-07-02T17:06,FAT_BURN,1
2021-07-02T17:07,FAT_BURN,1
2021-07-02T17:08,FAT_BURN,1
2021-07-02T17:10,FAT_BURN,1
2021-07-02T17:17,FAT_BURN,1
2021-07-02T17:18,FAT_BURN,1
2021-07-02T17:19,FAT_BURN,1
2021-07-02T17:31,FAT_BURN,1
2021-07-02T17:32,FAT_BURN,1
2021-07-02T17:33,CARDIO,2
2021-07-02T17:34,CARDIO,2
2021-07-02T17:35,FAT_BURN,1
2021-07-02T17:36,FAT_BURN,1
2021-07-02T18:07,FAT_BURN,1
2021-07-02T18:08,FAT_BURN,1
2021-07-02T18:10,FAT_BURN,1
2021-07-02T18:11,FAT_BURN,1
2021-07-02T18:12,FAT_BURN,1
2021-07-02T18:13,FAT_BURN,1
2021-07-02T19:10,FAT_BURN,1
2021-07-02T19:15,FAT_BURN,1
2021-07-02T19:16,FAT_BURN,1
2021-07-02T19:34,FAT_BURN,1
2021-07-02T19:38,FAT_BURN,1
2021-07-02T19:39,FAT_BURN,1
2021-07-02T19:40,FAT_BURN,1
2021-07-03T11:36,FAT_BURN,1
2021-07-03T11:42,FAT_BURN,1
2021-07-03T11:45,FAT_BURN,1
2021-07-03T11:46,FAT_BURN,1
2021-07-03T11:47,FAT_BURN,1
2021-07-03T11:48,FAT_BURN,1
2021-07-03T11:54,FAT_BURN,1
2021-07-03T11:55,FAT_BURN,1
2021-07-03T11:56,FAT_BURN,1
2021-07-03T11:57,FAT_BURN,1
2021-07-03T11:58,FAT_BURN,1
2021-07-03T11:59,FAT_BURN,1
2021-07-03T12:00,FAT_BURN,1
2021-07-03T12:01,FAT_BURN,1
2021-07-03T12:02,FAT_BURN,1
2021-07-03T12:03,FAT_BURN,1
2021-07-03T12:04,FAT_BURN,1
2021-07-03T12:05,FAT_BURN,1
2021-07-03T12:06,FAT_BURN,1
2021-07-03T12:07,FAT_BURN,1
2021-07-03T12:08,FAT_BURN,1
2021-07-03T12:09,FAT_BURN,1
2021-07-03T12:10,FAT_BURN,1
2021-07-03T12:11,FAT_BURN,1
2021-07-03T12:12,FAT_BURN,1
2021-07-03T12:13,FAT_BURN,1
2021-07-03T12:14,FAT_BURN,1
2021-07-03T12:15,FAT_BURN,1
2021-07-03T12:16,FAT_BURN,1
2021-07-03T12:17,FAT_BURN,1
2021-07-03T12:18,FAT_BURN,1
2021-07-03T12:19,FAT_BURN,1
2021-07-03T12:20,FAT_BURN,1
2021-07-03T12:21,FAT_BURN,1
2021-07-03T12:23,FAT_BURN,1
2021-07-03T12:25,FAT_BURN,1
2021-07-03T12:26,FAT_BURN,1
2021-07-03T12:27,FAT_BURN,1
2021-07-03T12:28,FAT_BURN,1
2021-07-03T12:29,FAT_BURN,1
2021-07-03T12:30,FAT_BURN,1
2021-07-03T12:31,FAT_BURN,1
2021-07-03T12:32,FAT_BURN,1
2021-07-03T12:33,FAT_BURN,1
2021-07-03T12:34,FAT_BURN,1
2021-07-03T12:35,FAT_BURN,1
2021-07-03T12:36,FAT_BURN,1
2021-07-03T12:37,FAT_BURN,1
2021-07-03T12:38,FAT_BURN,1
2021-07-03T12:39,FAT_BURN,1
2021-07-03T12:40,FAT_BURN,1
2021-07-03T12:41,FAT_BURN,1
2021-07-03T12:42,FAT_BURN,1
2021-07-03T12:43,FAT_BURN,1
2021-07-03T12:44,FAT_BURN,1
2021-07-03T12:45,FAT_BURN,1
2021-07-03T12:46,FAT_BURN,1
2021-07-03T12:47,FAT_BURN,1
2021-07-03T12:48,FAT_BURN,1
2021-07-03T12:49,FAT_BURN,1
2021-07-03T12:50,FAT_BURN,1
2021-07-03T12:51,FAT_BURN,1
2021-07-03T12:52,FAT_BURN,1
2021-07-03T12:53,FAT_BURN,1
2021-07-03T12:54,FAT_BURN,1
2021-07-03T12:55,FAT_BURN,1
2021-07-03T12:59,FAT_BURN,1
2021-07-03T13:00,FAT_BURN,1
2021-07-03T13:01,FAT_BURN,1
2021-07-03T13:02,FAT_BURN,1
2021-07-03T13:03,FAT_BURN,1
2021-07-03T13:04,FAT_BURN,1
2021-07-03T13:06,FAT_BURN,1
2021-07-03T13:13,FAT_BURN,1
2021-07-03T13:15,FAT_BURN,1
2021-07-03T13:20,FAT_BURN,1
2021-07-03T13:21,FAT_BURN,1
2021-07-03T13:22,FAT_BURN,1
2021-07-03T13:23,FAT_BURN,1
2021-07-03T13:24,FAT_BURN,1
2021-07-03T13:25,FAT_BURN,1
2021-07-03T13:26,FAT_BURN,1
2021-07-03T13:27,FAT_BURN,1
2021-07-03T13:28,FAT_BURN,1
2021-07-03T13:29,FAT_BURN,1
2021-07-03T13:48,FAT_BURN,1
2021-07-03T13:49,FAT_BURN,1
2021-07-03T19:36,FAT_BURN,1
2021-07-03T19:37,FAT_BURN,1
2021-07-03T19:38,FAT_BURN,1
2021-07-03T19:39,FAT_BURN,1
2021-07-03T19:40,FAT_BURN,1
2021-07-04T20:47,FAT_BURN,1
2021-07-04T20:48,FAT_BURN,1
2021-07-04T20:49,FAT_BURN,1
2021-07-04T20:50,FAT_BURN,1
2021-07-04T22:41,FAT_BURN,1
2021-07-04T22:42,FAT_BURN,1
2021-07-04T22:43,FAT_BURN,1
2021-07-04T22:44,FAT_BURN,1
2021-07-04T22:45,FAT_BURN,1
2021-07-04T22:46,FAT_BURN,1
2021-07-04T22:47,FAT_BURN,1
2021-07-04T22:48,FAT_BURN,1
2021-07-04T22:49,FAT_BURN,1
2021-07-06T09:15,FAT_BURN,1
2021-07-06T17:31,FAT_BURN,1
2021-07-06T17:32,FAT_BURN,1
2021-07-06T17:38,FAT_BURN,1
2021-07-06T17:41,FAT_BURN,1
2021-07-06T17:42,FAT_BURN,1
2021-07-06T17:49,FAT_BURN,1
2021-07-06T17:50,FAT_BURN,1
2021-07-06T17:52,FAT_BURN,1
2021-07-06T17:53,FAT_BURN,1
2021-07-06T17:54,FAT_BURN,1
2021-07-06T17:55,FAT_BURN,1
2021-07-06T17:56,FAT_BURN,1
2021-07-06T18:12,FAT_BURN,1
2021-07-06T18:13,FAT_BURN,1
2021-07-07T11:56,FAT_BURN,1
2021-07-07T11:57,CARDIO,2
2021-07-07T11:58,CARDIO,2
2021-07-07T11:59,CARDIO,2
2021-07-07T12:00,FAT_BURN,1
2021-07-07T12:01,FAT_BURN,1
2021-07-07T12:02,FAT_BURN,1
2021-07-07T12:03,FAT_BURN,1
2021-07-07T12:04,FAT_BURN,1
2021-07-07T12:05,FAT_BURN,1
2021-07-07T12:06,FAT_BURN,1
